,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
1767,Big Sean,ONE MAN CAN CHANGE THE WORLD,97.0,82.0,10.0,Rap
1768,Jason Derulo,CHEYENNE,64.0,66.0,7.0,"R&;B,Pop"
1769,Disclosure,OMEN,25.848484848484848,64.0,6.0,"UK,Electronic,Pop"
1770,The Weeknd,SHAMELESS,89.0,79.0,2.0,"Canada,Pop,R&;B"
1771,Nicki Minaj,THE NIGHT IS STILL YOUNG,60.0,31.0,17.0,"Pop,Rap"
1772,David Guetta,HEY MAMA,18.1875,8.0,24.0,"Pop,Electronic Trap,Electronic,Rap"
1773,Imagine Dragons,ROOTS,81.0,,,"Alternative Dance,Trip-Hop,Pop,Pop-Rock,Alternative,Alternative Rock,Rock"
1774,The Weeknd,LOSERS,79.0,,,"Canada,UK,Pop,R&;B"
1775,5 Seconds Of Summer,JET BLACK HEART,95.5,,,"Australia,Pop-Rock,Pop,Punk Rock,Rock"
1776,Ellie Goulding,LOVE ME LIKE YOU DO,83.54545454545455,3.0,34.0,"UK,Soundtrack,Screen,Pop"
1777,T,NASTY FREESTYLE,25.25,9.0,20.0,"Memes,Rap"
1778,N.W.A,STRAIGHT OUTTA COMPTON,58.0,38.0,2.0,"Hip-Hop,Memes,Eighties,Hardcore Hip-Hop,West Coast,Gangsta Rap,Rap"
1779,Kid Ink,BE REAL,95.5,43.0,20.0,Rap
1780,Blake Shelton,SANGRIA,82.0,38.0,20.0,Country
1781,Michael Ray,KISS YOU IN THE MORNING,56.0,55.0,14.0,Country
1782,Brantley Gilbert,ONE HELL OF AN AMEN,73.26315789473684,44.0,18.0,"Country,Rock"
1783,Lana Del Rey,HIGH BY THE BEACH,58.0,51.0,3.0,"Psychedelic,Dream-Pop,Power Pop,Trap,Alternative Pop,Alternative,Pop"
1784,Kip Moore,I'M TO BLAME,73.26829268292683,,,Country
1785,Tove Lo,TALKING BODY,45.7,12.0,30.0,"Electro-Pop,Synth-Pop,Pop"
1786,Eric Church,LIKE A WRECKING BALL,100.0,51.0,22.0,Country
1787,J. Cole,WET DREAMZ,72.5,61.0,20.0,"Producer,Rap"
1788,Jason Aldean,TONIGHT LOOKS GOOD ON YOU,95.5,46.0,18.0,"Country,Rock"
1789,Pitbull,FUN,31.092105263157894,40.0,15.0,"Rap,R&;B"
1790,DJ Khaled,HOW MANY TIMES,37.82608695652174,68.0,15.0,"R&;B,Rap"
1791,5 Seconds Of Summer,FLY AWAY,56.25,,,"Australia,Pop-Rock,Pop,Punk Rock,Rock"
1792,"DJ Snake, AlunaGeorge",YOU KNOW YOU LIKE IT,83.0,13.0,21.0,"French Pop,France,Electro House,Electronic Pop,Electro,Electro-Pop,Trap,Electronic,Remix,House,Pop"
1793,Dove Cameron,IF ONLY,43.25,94.0,2.0,"Screen,Pop"
1794,Future,COMMAS,54.857142857142854,55.0,20.0,"Atlanta,Producer,Trap,Rap"
1795,Mac Miller,100 GRANDKIDS,75.05882352941177,,,Rap
1796,Sam Hunt,TAKE YOUR TIME,22.363636363636363,20.0,32.0,Country
1797,Trey Songz,SLOW MOTION,63.0,26.0,26.0,R&;B
1798,Drake,CHARGED UP,49.0,,,"Canada,Beef,Rap"
1799,Canaan Smith,LOVE YOU LIKE THAT,80.0,46.0,20.0,Country
1800,Maroon 5,THIS SUMMER'S GONNA HURT...,26.55,23.0,13.0,"Rock,Pop"
1801,Brad Paisley,CRUSHIN' IT,73.0,66.0,15.0,Country
1802,Wale,THE MATRIMONY,89.0,70.0,19.0,"DMV,R&;B,Rap"
1803,Sage The Gemini,GOOD THING,71.66666666666667,75.0,8.0,"Pop,R&;B,Rap"
1804,Little Big Town,GIRL CRUSH,99.0,18.0,24.0,"Ballad,Country,Rock"
1805,Taylor Swift,SHAKE IT OFF,90.47058823529412,1.0,50.0,"Dance-Pop,Pop"
1806,Janet,NO SLEEEP,33.9,63.0,2.0,"Remix,Pop,Soul,R&;B,Rap"
1807,Bea Miller,FIRE N GOLD,76.3529411764706,,,Pop
1808,Kelsea Ballerini,LOVE ME LIKE YOU MEAN IT,58.57142857142857,45.0,18.0,"Pop,Country"
1809,Echosmith,BRIGHT,67.75,40.0,20.0,"Alternative Pop,Indie Pop,Pop,Christian,Country,Rock"
1810,Eminem,KINGS NEVER DIE,87.4,80.0,2.0,"Rock,Screen,Rap"
1811,"Janelle Monae, Jidenna",YOGA,49.5,79.0,6.0,"Pop,R&;B"
1812,Prince Royce,BACK IT UP,59.65,92.0,2.0,Pop
1813,Sam Smith,LIKE I CAN,73.5,99.0,2.0,"UK,Pop"
1814,Easton Corbin,BABY BE MY LOVE SONG,35.13157894736842,56.0,16.0,Country
1815,Florida Georgia Line,SIPPIN' ON FIRE,71.9,40.0,20.0,"Country,Rock"
1816,Future,BLOW A BAG,48.15,,,"Atlanta,Trap,Rap"
1817,twenty one pilots,TEAR IN MY HEART,78.77777777777777,82.0,8.0,"Electro-Pop,Indie Pop,Pop"
1818,Ciara,DANCE LIKE WE'RE MAKING LOVE,65.5,,,"Pop,R&;B"
1819,Natalie La Rose,SOMEBODY,73.25,10.0,26.0,"Electro-Pop,Pop,R&;B"
1820,Taylor Swift,STYLE,69.55,6.0,32.0,"Pop-Rock,Funk-Pop,Disco,Pop"
1821,Billy Currington,DON'T IT,36.26829268292683,44.0,20.0,Country
1822,Carrie Underwood,LITTLE TOY GUNS,83.0,47.0,18.0,Country
1823,Carly Rae Jepsen,I REALLY LIKE YOU,86.2,39.0,20.0,"Canada,Pop"
1824,Meek Mill,LORD KNOWS,54.5,88.0,2.0,"Trap,Canada,Rap"
1825,Meek Mill,JUMP OUT THE FACE,61.125,91.0,2.0,Rap
1826,Tech N9Ne,HOOD GO CRAZY,78.0,90.0,7.0,Rap
1827,Steven Tyler,LOVE IS YOUR NAME,74.5,,,Country
1828,Meek Mill,BAD FOR YOU,87.5,78.0,2.0,Rap
1829,A Thousand Horses,SMOKE,27.73913043478261,47.0,20.0,Country
1830,NEEDTOBREATHE,BROTHER,68.0,98.0,2.0,"Christian,Rock"
1831,George Ezra,BUDAPEST,50.578947368421055,32.0,23.0,"Rock,Folk Rock,Indie,UK,Pop,Folk"
1832,Taylor Swift,BLANK SPACE,54.6,1.0,36.0,"Teen Pop,Synth-Pop,Electro-Pop,Pop"
1833,Miguel,COFFEE,66.38461538461539,78.0,3.0,"Soul,Soul Pop,R&;B"
1834,Drake,KNOW YOURSELF,92.5,53.0,20.0,"Trap,Canada,Rap"
1835,Jessie J,FLASHLIGHT,73.125,61.0,7.0,"UK,Soundtrack,Pop"
1836,Meghan Trainor,DEAR FUTURE HUSBAND,70.0,14.0,24.0,Pop
1837,Ariana Grande,ONE LAST TIME,94.0,13.0,20.0,"UK,Pop"
1838,Drake,ENERGY,79.0,26.0,20.0,"Producer,Trap,Canada,Rap"
1839,Kenny Chesney With Grace Potter,WILD CHILD,76.0,56.0,15.0,Country
1840,Shaggy,I NEED YOUR LOVE,72.23529411764706,66.0,8.0,Pop
1841,"Britney Spears, Iggy Azalea",PRETTY GIRLS,90.44444444444444,29.0,8.0,"Producer,Electro-Pop,Rap,Pop"
1842,Young Thug,CHECK,57.6,,,"Atlanta,Trap,Rap"
1843,Sam Smith,LAY ME DOWN,78.4,8.0,20.0,"UK,Pop"
1844,Hilary Duff,SPARKS,37.75,,,"Synth-Pop,Dance-Pop,Pop"
1845,"Mumford, Sons",BELIEVE,81.71428571428571,31.0,15.0,"Folk Rock,Adult Alternative,Alternative Rock,Indie Rock,UK,Rock"
1846,Kevin Gates,I DON'T GET TIRED,96.4,90.0,9.0,"R&;B,Rap"
1847,Chedda Da Connect,FLICKA DA WRIST,73.0,94.0,4.0,Rap
1848,Bandit Gang Marco,NASTY,20.322580645161292,41.0,9.0,Rap
1849,"Pitbull, Ne",TIME OF OUR LIVES,74.33333333333333,9.0,27.0,"Pop,Rap"
1850,Nick Jonas,CHAINS,91.44444444444444,13.0,20.0,Pop
1851,Kanye West,ALL DAY,15.909090909090908,15.0,15.0,"UK,Drill,Trap,Producer,Rap"
1852,Zedd,I WANT YOU TO KNOW,53.78947368421053,17.0,16.0,"Electro House,Electronic,Pop"
1853,Eminem,PHENOMENAL,58.0,,,"Soundtrack,Rap"
1854,How I Became The Bomb,"ULAY, OH",41.64,,,Pop
1855,Nicki Minaj,TRUFFLE BUTTER,64.85,14.0,20.0,"Canada,Electro-Hop,House,Producer,Rap"
1856,"Rihanna, Kanye West, Paul McCartney",FOURFIVESECONDS,10.869565217391305,4.0,20.0,"Acoustic,Folk,Soul Pop,Pop"
1857,A$AP Rocky,ELECTRIC BODY,56.333333333333336,80.0,2.0,"Cloud Rap,East Coast,R&;B,Trap,Pop,Rap"
1858,Jamie Foxx,YOU CHANGED ME,74.42857142857143,93.0,2.0,R&;B
1859,Meghan Trainor,ALL ABOUT THAT BASS,88.0,1.0,47.0,"Adult Contemporary,R&;B,Bubblegum Pop,Doo-Wop,Pop"
1860,Zac Brown Band,HOMEGROWN,90.11111111111111,35.0,20.0,Country
1861,Kelly Clarkson,HEARTBEAT SONG,71.52380952380952,21.0,20.0,Pop
1862,Ciara,I BET,53.76190476190476,43.0,14.0,R&;B
1863,Kendrick Lamar,KING KUNTA,38.57692307692308,58.0,11.0,"Producer,Funk,Funk Rock,G-Funk,Rap,West Coast"
1864,Keith Urban,RAISE 'EM UP,70.0,56.0,14.0,Country
1865,Sawyer Fredericks,PLEASE,94.33333333333333,,,"Pop,The Voice,Rock"
1866,Nicki Minaj,FEELING MYSELF,60.611111111111114,39.0,20.0,Rap
1867,Hozier,TAKE ME TO CHURCH,18.84375,2.0,41.0,"Blues,Gospel,Piano,Ireland,Singer-Songwriter,Indie,Folk Rock,Blues Rock,Alternative,Rock,Adult Alternative,Indie Rock,Adult Contemporary,Alternative Rock,Soul,LGBTQ+"
1868,"Chris Brown, Tyga",AYO,87.1,21.0,20.0,"R&;B,Rap"
1869,Meghan Linsey,CHANGE MY MIND,98.0,,,"Rock,The Voice,Pop"
1870,Eric Paslay,SHE DON'T LOVE YOU,73.5,77.0,12.0,Country
1871,Luke Bryan,GAMES,37.18181818181818,92.0,5.0,Country
1872,Rae Sremmurd,THROW SUM MO,82.0,30.0,20.0,"Trap,Rap"
1873,Sam Smith,I'M NOT THE ONLY ONE,28.34375,5.0,37.0,"Piano,Adult Alternative,Adult Contemporary,Blue-Eyed Soul,Soul,Soul Pop,Ballad,Pop-Rock,UK,Pop"
1874,Tyler Farr,A GUY WALKS INTO A BAR,27.55,51.0,20.0,Country
1875,Sheppard,GERONIMO,44.5,53.0,21.0,Rock
1876,Dierks Bentley,SAY YOU DO,32.36363636363637,52.0,18.0,Country
1877,Nate Ruess,NOTHING WITHOUT LOVE,94.0,77.0,4.0,"Rock,Pop"
1878,Nick Fradiani,BEAUTIFUL LIFE,56.5,,,Pop
1879,Meghan Trainor,LIPS ARE MOVIN,36.523809523809526,4.0,29.0,"Doo-Wop,Bubblegum Pop,Pop"
1880,Cole Swindell,AIN'T WORTH THE WHISKEY,37.892857142857146,43.0,19.0,Country
1881,Tori Kelly,NOBODY LOVE,13.379310344827585,60.0,11.0,"Pop,R&;B"
1882,Rihanna,AMERICAN OXYGEN,81.15789473684211,78.0,4.0,"R&;B,Pop"
1883,Drake,10 BANDS,60.2,58.0,13.0,"Trap,Canada,Rap"
1884,Fall Out Boy,CENTURIES,92.0,10.0,34.0,"Punk Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Pop-Punk,Pop,Rock"
1885,Drake,LEGEND,87.0,52.0,12.0,"Canada,Rap"
1886,Usher,I DON'T MIND,76.33333333333333,11.0,23.0,"R&;B,Rap"
1887,Vance Joy,RIPTIDE,88.0,30.0,44.0,"Australia,Singer-Songwriter,Contemporary Folk,Adult Alternative,Adult Contemporary,Folk,Alternative,Alternative Rock,Indie Rock,Pop,Folk Rock,Indie Pop,Rock"
1888,Lee Brice,DRINKING CLASS,40.714285714285715,53.0,22.0,"Country,Rock"
1889,Calvin Harris,OUTSIDE,40.294117647058826,29.0,20.0,"Electronic,Dance,UK,Pop"
1890,Miranda Lambert,LITTLE RED WAGON,72.0,55.0,11.0,Country
1891,"Kid Ink, Tyga, Wale, YG, Rich Homie Quan",RIDE OUT,51.76470588235294,70.0,3.0,Rap
1892,Iggy Azalea,TROUBLE,18.333333333333332,67.0,5.0,"Aussie Hip-Hop,Australia,Soul Pop,Doo-Wop,R&;B,Pop,Rap"
1893,Nicki Minaj,ONLY,67.75,12.0,25.0,"DMV,Canada,East Coast,Trap,Rap"
1894,Sam Smith,STAY WITH ME,47.40625,2.0,54.0,"Piano,Adult Alternative,Adult Contemporary,Soul Pop,Blue-Eyed Soul,Ballad,Soul,UK,Pop"
1895,Chris Young,LONELY EYES,57.5,50.0,18.0,Country
1896,LunchMoney Lewis,BILLS,24.72,79.0,6.0,"Rap,Pop"
1897,Big Sean,I DON'T FUCK WITH YOU,90.0,11.0,29.0,"Hyphy,West Coast,Producer,Rap"
1898,Beyonce,7/11,96.0,13.0,20.0,"Pop,R&;B"
1899,Darius Rucker,HOMEGROWN HONEY,51.0,53.0,20.0,Country
1900,"Wiz Khalifa, Iggy Azalea",GO HARD OR GO HOME,64.2,86.0,2.0,Rap
1901,Fall Out Boy,IMMORTALS,60.65,72.0,8.0,"Disney,Electronic Rock,Electro-Pop,Punk Rock,Pop-Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Punk,Pop,Rock"
1902,Ludacris,GOOD LOVIN,57.78947368421053,91.0,2.0,"R&;B,Rap"
1903,Who Is Fancy,GOODBYE,62.85,,,Pop
1904,Maroon 5,ANIMALS,79.66666666666667,3.0,33.0,"Adult Contemporary,Adult Alternative,Pop-Rock,Pop"
1905,One Direction,NIGHT CHANGES,95.2,31.0,20.0,"Boy Band,UK,Pop"
1906,Ne,SHE KNOWS,95.0,19.0,20.0,"R&;B,Rap"
1907,Imagine Dragons,I BET MY LIFE,89.0,28.0,22.0,"Indie Pop,Indie,Folk,Folk Rock,Adult Alternative,Indie Rock,Pop-Rock,Alternative Pop,Alternative,Pop,Alternative Rock,Rock"
1908,O.T. Genasis,COCO,44.55,20.0,20.0,"Trap,Memes,Rap"
1909,J. Cole,APPARENTLY,72.0,58.0,16.0,"Producer,Rap"
1910,Luke Bryan,I SEE YOU,65.71428571428571,41.0,19.0,Country
1911,Breaking Benjamin,FAILURE,43.5,,,"Post-Grunge,Hard Rock,Alternative Rock,Rock"
1912,Blake Shelton,LONELY TONIGHT,94.0,47.0,17.0,Country
1913,Action Bronson,BABY BLUE,39.6,,,Rap
1914,Jason Aldean,JUST GETTIN' STARTED,44.25,54.0,18.0,"Country,Rock"
1915,Thomas Rhett,MAKE ME WANNA,33.95,43.0,20.0,Country
1916,Sia,CHANDELIER,59.48717948717949,8.0,46.0,"Adult Contemporary,Ballad,Reggae,R&;B,Electro-Pop,Pop"
1917,Rae Sremmurd,NO TYPE,58.95,16.0,26.0,Rap
1918,Kendrick Lamar,THE BLACKER THE BERRY,92.8,,,"Conscious Hip-Hop,Politics,Producer,West Coast,Rap"
1919,Brett Eldredge,MEAN TO ME,58.388888888888886,53.0,20.0,Country
1920,twenty one pilots,FAIRLY LOCAL,74.44444444444444,,,"Alternative,Electronic,Electro-Pop,Dubstep,Rap,Pop"
1921,Selena Gomez,THE HEART WANTS WHAT IT WANTS,43.583333333333336,6.0,20.0,"R&;B,Pop"
1922,Empire Cast,YOU'RE SO BEAUTIFUL,65.4,47.0,4.0,"Rap,TV,Screen,R&;B"
1923,Kendrick Lamar,WESLEY'S THEORY,66.6842105263158,,,"Jazz-Funk,Jazz Fusion,Soul,P-Funk,Gangsta Rap,Conscious Hip-Hop,Producer,Funk,G-Funk,West Coast,Rap"
1924,OneRepublic,I LIVED,66.89285714285714,32.0,17.0,"Screen,Soundtrack,Folk Rock,Folk,Pop-Rock,Pop,Rock"
1925,Kendrick Lamar,THESE WALLS,25.0,,,"Screen,Producer,R&;B,East Coast,Soul,Neo Soul,Funk,Jazz-Funk,Jazz Fusion,Conscious Hip-Hop,West Coast,Rap"
1926,Kendrick Lamar,INSTITUTIONALIZED,39.23529411764706,,,"Producer,East Coast,Conscious Hip-Hop,West Coast,Rap"
1927,James Newton Howard,THE HANGING TREE,62.0,12.0,17.0,"Soundtrack,Folk,Pop,Screen,Literature"
1928,Ella Henderson,GHOST,40.25,21.0,20.0,"Soul,Adult Contemporary,Adult Alternative,Blue-Eyed Soul,R&;B,Brit Pop,Soul Pop,Pop"
1929,Jessie J,MASTERPIECE,35.42307692307692,65.0,3.0,"UK,Pop"
1930,Empire Cast,CONQUEROR,75.25,42.0,2.0,"TV,Screen,R&;B"
1931,Jake Owen,WHAT WE AIN'T GOT,72.4,89.0,11.0,"Country,R&;B,Rock"
1932,"Ariana Grande, The Weeknd",LOVE ME HARDER,95.0,7.0,22.0,"R&;B,Alternative R&;B,Synth-Pop,Synthwave"
1933,Florida Georgia Line,SUN DAZE,59.0,44.0,20.0,"Country,Rock"
1934,Randy Houser,LIKE A COWBOY,56.785714285714285,62.0,14.0,Country
1935,Eric Church,TALLADEGA,11.711538461538462,43.0,20.0,Country
1936,Cashmere Cat,ADORE,69.0,,,"R&;B,Electronic,Pop"
1937,Fifth Harmony,SLEDGEHAMMER,68.0,40.0,15.0,"Electro-Pop,Electronic,Synth-Pop,Pop"
1938,B.o.B,NOT FOR LONG,50.05882352941177,80.0,9.0,"R&;B,Rap"
1939,"Common, John Legend",GLORY,53.4,49.0,3.0,"Civil Rights,Screen,Rap,R&;B"
1940,"Jessie J, Ariana Grande, Nicki Minaj",BANG BANG,86.0,3.0,31.0,"UK,Pop,Rap"
1941,Kid Rock,FIRST KISS,88.5,,,Rock
1942,The Weeknd,OFTEN,57.0,59.0,20.0,"Canada,Pop,R&;B,Producer"
1943,Big Sean,ALL YOUR FAULT,47.333333333333336,,,Rap
1944,Taylor Swift,YOU ARE IN LOVE,71.45,,,Pop
1945,Prince Royce,STUCK ON A FEELING,75.52631578947368,43.0,10.0,R&;B
1946,Kanye West,ONLY ONE,91.15789473684211,35.0,8.0,"Screen,Soul,Pop,Producer,R&;B"
1947,Drake,NO TELLIN',32.88461538461539,81.0,2.0,"Trap,Canada,Rap"
1948,I LOVE MAKONNEN,TUESDAY,72.4,12.0,22.0,"Bedroom Pop,Hip-Hop,R&;B,Trap,Rap"
1949,Tove Lo,HABITS,35.696969696969695,3.0,39.0,"Electro-Pop,Synth-Pop,Pop"
1950,Taylor Swift,WONDERLAND,98.0,,,"Electro-Pop,Synth-Pop,Dance-Pop,Pop"
1951,Drake,6 GOD,48.833333333333336,,,"Alternative R&;B,Producer,Trap,Canada,Rap"
1952,Drake,USED TO,52.35,84.0,2.0,"Trap,Canada,Rap"
1953,Chase Bryant,TAKE IT ON BACK,17.022222222222222,82.0,8.0,Country
1954,Florence + The Machine,WHAT KIND OF MAN,37.65,88.0,2.0,"Alternative Rock,UK,Pop,Rock"
1955,Imagine Dragons,SHOTS,55.4,75.0,3.0,"Indie Pop,Indie,Adult Alternative,Alternative Dance,Synth Rock,Indie Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Pop,New Wave,Synth-Pop,Dance,Rock"
1956,Wale,THE BODY,86.375,87.0,6.0,"R&;B,Rap"
1957,Drake,NOW & FOREVER,84.23076923076923,,,"R&;B,Canada,Rap"
1958,Drake,6 MAN,34.46875,,,"Trap,Canada,Rap"
1959,Alesso,HEROES,99.0,31.0,20.0,"Electronic,Pop"
1960,Carrie Underwood,SOMETHING IN THE WATER,24.44736842105263,24.0,20.0,"Christian,Country"
1961,Tim McGraw,SHOTGUN RIDER,23.394736842105264,38.0,20.0,"Country,Rock"
1962,The Weeknd,WHERE YOU BELONG,23.79310344827586,,,"Canada,Soundtrack,Screen,R&;B"
1963,Annie Lennox,I PUT A SPELL ON YOU,91.45454545454545,,,"Cover,Soundtrack,Screen,Pop"
1964,Empire Cast,KEEP YOUR MONEY,76.72222222222223,,,"Screen,R&;B"
1965,"Missy ""Misdemeanor"" Elliott",WORK IT,91.0,2.0,26.0,"Hip-Hop,Rap"
1966,"Missy ""Misdemeanor"" Elliott",GET UR FREAK ON,73.89473684210526,7.0,25.0,"Dance-Pop,Dance,Hip-Hop,Alternative,Rap"
1967,Kid Ink,BODY LANGUAGE,80.0,72.0,18.0,"R&;B,Rap"
1968,Fergie,L.A.LOVE,82.0,27.0,18.0,"R&;B,Pop,Rap"
1969,Shawn Mendes,A LITTLE TOO MUCH,71.5,,,Pop
1970,RaeLynn,GOD MADE GIRLS,88.0,61.0,16.0,Country
1971,Kid Ink,HOTEL,70.0,,,"R&;B,Rap"
1972,A,OUT THE SPEAKERS,91.0,,,Pop
1973,G,I MEAN IT,77.0,98.0,4.0,"West Coast,Rap"
1974,MAGIC!,RUDE,43.2,1.0,41.0,"Canada,Reggae,Pop"
1975,Hoodie Allen,ALL ABOUT IT,92.4,71.0,4.0,"UK,Rap"
1976,Kenny Chesney,TIL IT'S GONE,84.5,60.0,14.0,Country
1977,Becky G,CAN'T STOP DANCIN',93.0,88.0,3.0,"Pop,R&;B"
1978,Brad Paisley,PERFECT STORM,67.0,52.0,17.0,Country
1979,One Direction,STEAL MY GIRL,62.0,13.0,18.0,"Boy Band,UK,Pop"
1980,Jeremih,DON'T TELL 'EM,60.7,6.0,31.0,"Fashion,R&;B,Rap"
1981,Iggy Azalea,BLACK WIDOW,97.66666666666667,3.0,30.0,"Australia,UK,Pop,Rap"
1982,Calvin Harris,BLAME,45.0,19.0,20.0,"Electronic,UK,Pop"
1983,Bobby Shmurda,HOT BOY,84.33333333333333,6.0,25.0,"Deutscher Rap,Deutschland,Rap"
1984,DJ Khaled,HOLD YOU DOWN,99.5,39.0,20.0,"R&;B,Rap"
1985,August Alsina,NO LOVE,67.0,69.0,18.0,"Soul,Remix,R&;B,Rap"
1986,Milky Chance,STOLEN DANCE,37.52,39.0,25.0,"Alternative,Adult Alternative,Pop,Indie,Psychedelic,Electronic,Folk,Indie Pop"
1987,Clean Bandit,RATHER BE,80.85,10.0,31.0,"Electro-Pop,Deep House,Eurodance,Dance-Pop,Classical Crossover,UK,Synth-Pop,Baroque Pop,Electronic,House,Pop"
1988,Keith Urban,SOMEWHERE IN MY CAR,23.772727272727273,49.0,20.0,"Country,Rock"
1989,Parmalee,CLOSE YOUR EYES,58.5,69.0,16.0,Country
1990,Sophia Grace,BEST FRIENDS,79.4375,,,Pop
1991,Blake Shelton,NEON LIGHT,89.45454545454545,43.0,20.0,"Non-Music,Country,Rock"
1992,Jason Derulo,TRUMPETS,48.15384615384615,14.0,32.0,"Pop,R&;B"
1993,Nicki Minaj,ANACONDA,90.0,2.0,22.0,"Memes,Rap,Pop,Producer"
1994,Rich Gang,LIFESTYLE,31.46153846153846,16.0,25.0,"Atlanta,Trap,Hip-Hop,Rap"
1995,Colbie Caillat,TRY,10.25,55.0,20.0,"Feminism,Pop"
1996,Shawn Mendes,SOMETHING BIG,88.125,80.0,3.0,Pop
1997,"Nico, Vinz",IN YOUR ARMS,67.52631578947368,72.0,12.0,"Norge,Pop,Rap"
1998,Nicki Minaj,BED OF LIES,77.0,62.0,6.0,"Soul Pop,R&;B,Pop,Rap"
1999,Lorde,YELLOW FLICKER BEAT,39.1578947368421,34.0,9.0,"New Zealand,Art Pop,Adult Alternative,Alternative Dance,Electro-Pop,Electronic,Dance-Pop,Soundtrack,Screen,Producer,Pop"
2000,Ariana Grande,SANTA TELL ME,18.966666666666665,42.0,5.0,"R&;B,Christmas,Pop"
2001,Jessie J,BURNIN' UP,95.0,86.0,6.0,"R&;B,UK,Pop,Rap"
2002,Charli XCX,BREAK THE RULES,88.0,91.0,3.0,"Electronic Rock,UK,Pop"
2003,"Juicy J, Wiz Khalifa, Ty Dolla $ign",SHELL SHOCKED,41.666666666666664,84.0,3.0,"Soundtrack,Rap"
2004,Meghan Trainor,TITLE,20.236842105263158,,,Pop
2005,Matt McAndrew,WASTED LOVE,92.33333333333333,,,"Rock,The Voice,Pop"
2006,Craig Wayne Boyd,MY BABY'S GOT A SMILE ON HER FACE,97.16666666666667,,,"Pop,The Voice,Country"
2007,Chris Jamison,VELVET,45.577777777777776,,,"The Voice,Pop"
2008,T.I.,ABOUT THE MONEY,45.5,42.0,20.0,"Atlanta,Trap,Rap"
2009,Damien,SOLDIER,72.94444444444444,,,"The Voice,Pop"
2010,"Maddie, Tae",GIRL IN A COUNTRY SONG,66.0,54.0,20.0,"Satire,Pop Country,Country,Rock"
2011,Nicki Minaj,GET ON YOUR KNEES,70.625,,,"Pop,Rap"
2012,Pitbull,FIREBALL,84.08333333333333,23.0,20.0,Rap
2013,Echosmith,COOL KIDS,59.0,13.0,23.0,"Pop,Rock"
2014,Chris Brown,NEW FLAME,55.22222222222222,27.0,22.0,"R&;B,Rap"
2015,Ed Sheeran,MAKE IT RAIN,63.4,34.0,2.0,"Screen,UK,Pop"
2016,Craig Wayne Boyd,THE OLD RUGGED CROSS,89.6875,,,Country
2017,Rae Sremmurd,NO FLEX ZONE,21.324324324324323,36.0,20.0,"Trap,Rap"
2018,Sam Smith,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,17.576923076923077,,,Pop
2019,"The White Buffalo, The Forest Rangers",COME JOIN THE MURDER,87.5,,,"Rock,Folk Rock"
2020,Matt McAndrew,THE BLOWER'S DAUGHTER,50.82857142857143,,,Pop
2021,Drake,0 TO 100 / THE CATCH UP,59.5,35.0,20.0,"Canada,Producer,Rap"
2022,Jason Aldean,BURNIN' IT DOWN,32.88,12.0,20.0,Country
2023,"Big, Rich",LOOK AT YOU,95.5,73.0,14.0,Country
2024,Little Big Town,DAY DRINKING,67.0,40.0,20.0,Country
2025,Scotty McCreery,FEELIN' IT,83.9,84.0,11.0,Country
2026,Ariana Grande,BREAK FREE,81.10526315789474,4.0,22.0,"Electro-Pop,Dance,Pop"
2027,Iggy Azalea,FANCY,28.40983606557377,1.0,39.0,"Fashion,Hyphy,Electronic,UK Rap,UK,Australia,Electro-Hop,Pop,Rap"
2028,Eminem,GUTS OVER FEAR,72.42857142857143,22.0,3.0,"Pop,Producer,SHADYXV,Rap"
2029,Craig Wayne Boyd,I WALK THE LINE,94.0,,,Country
2030,Katy Perry,THIS IS HOW WE DO,86.5,24.0,18.0,"Dance-Pop,Pop"
2031,Gwen Stefani,BABY DON'T LIE,65.66666666666667,46.0,6.0,"R&;B,Reggae,Pop"
2032,Luke Bryan,ROLLER COASTER,44.8,43.0,20.0,"Country,Rock"
2033,John Legend,ALL OF ME,59.68421052631579,1.0,59.0,"Piano,Easy Listening,Adult Contemporary,Soul Pop,Soul,Ballad,Pop,R&;B"
2034,Enrique Iglesias,BAILANDO,74.21428571428571,12.0,30.0,"Electro House,Dance-Pop,Electro-Pop,En Espa\xc3\xb1ol,Pop,Latin Pop"
2035,Charli XCX,BOOM CLAP,87.625,8.0,25.0,"Electro-Pop,Soundtrack,Screen,UK,Pop"
2036,Pharrell Williams,HAPPY,39.15909090909091,1.0,47.0,"Funk-Pop,Funk,Adult Alternative,Adult Contemporary,Screen,Soundtrack,Soul Pop,R&;B,Pop"
2037,Band Aid 30,DO THEY KNOW IT'S CHRISTMAS?,54.095238095238095,,,"Charity,UK,Pop"
2038,Florida Georgia Line,DIRT,78.8,11.0,20.0,"Country,Rock"
2039,5 Seconds Of Summer,GOOD GIRLS,69.0,34.0,2.0,"Australia,Punk Rock,Pop-Rock,Pop,Rock"
2040,One Direction,STOCKHOLM SYNDROME,57.59375,,,"Boy Band,UK,Pop"
2041,Wiz Khalifa,YOU AND YOUR FRIENDS,50.6,82.0,10.0,Rap
